file	duration	year	candidate	round	date1	time1	date2	time2	date3	time3	date4	time4	date5	time5	date6	time6	source	notes	content
"Chile_2006_Pinera_12"	150	2006	"Pinera"	2	"1/8/2006"	"d"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"mas dedos para el piano; I want faster health service; Pinera's creative; we need to vote for the best; mas dedos para el piano"
"Chile_2006_Pinera_13"	150	2006	"Pinera"	2	"1/8/2006"	"n"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"headlines of the future; this election's about future, not the past; vote for a change; you can choose; Pinera is the center; mas dedos para el piano"
"Chile_2006_Pinera_14"	148	2006	"Pinera"	2	"1/9/2006"	"d"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"Lavin: Pinera will better solve women's problems; I want faster health service; Cecilia--social worker, understands youth; this election's about future, not the past; we need to vote for the best"
"Chile_2006_Pinera_15"	150	2006	"Pinera"	2	"1/9/2006"	"n"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"taxi: I'm voting for Pinera; taxi: against govt. electoral intervention; vote for your future; Lavin: if you supported me, vote for Pinera; Pinera is the center; housewives are so important but unappreciated; housewife pensions; mas dedos para el piano"
"Chile_2006_Pinera_16"	146	2006	"Pinera"	2	"1/10/2006"	"d"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"vote for who can fulfill your dreams; Lavin: Pinera will better solve women's problems; taxi: Bachelet unqualified; taxi: I'm voting for Pinera; Cecilia: women have a key role in Pinera's future govt; issue of poverty; I'll fight poverty"
"Chile_2006_Pinera_17"	149	2006	"Pinera"	2	"1/10/2006"	"n"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"taxi: Concertacion wants 4 more years, too much; taxi: Bachelet didn't end clinic lines; taxi: Bachelet more of the same; discurso final: 1 million new jobs; we beat crime; we beat poverty; we fixed health; we fixed ag; those with disabilities being incorporated; PYMES growing; regions have autonomy; dignity for elderly; we solved women's problems; generic optimism"
"Chile_2006_Pinera_18"	147	2006	"Pinera"	2	"1/11/2006"	"d"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"Lavin: if you supported me, vote for Pinera; taxi: I'm voting for Pinera; taxi: why 36 new measures when they didn't do them before?; taxi: Bachelet's niceness isn't enough; you can choose; phonograph, old politician, we need change; I'll fix pensions"
"Chile_2006_Pinera_19"	150	2006	"Pinera"	2	"1/11/2006"	"n"	""	""	""	""	""	""	""	""	""	""	"TV"	""	"Cecilia: women have a key role in Pinera's future govt; you can choose; discurso final: 1 million new jobs; we beat crime; we beat poverty; we fixed health; we fixed ag; those with disabilities being incorporated; PYMES growing; regions have autonomy; dignity for elderly; we solved women's problems; generic optimism"
"Chile_2006_Pinera_20"	150	2006	"Pinera"	2	"1/12/2006"	"d"	"1/12/2006"	"n"	""	""	""	""	""	""	""	""	"TV"	""	"discurso final: generic optimism; discurso final: 1 million new jobs; we beat crime; we beat poverty; we fixed health; we fixed ag; those with disabilities being incorporated; PYMES growing; regions have autonomy; dignity for elderly; we solved women's problems; generic optimism"
"Chile_2009_Enriquez-Ominami_01"	300	2009	"Enriquez-Ominami"	1	"11/13/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Thanks to the workers; I'll work for fairer distribution of wealth; scientist; kids--different types of families; Karen: we have a unique family cat; doctor--face slapping 2; campaign scenes"
"Chile_2009_Enriquez-Ominami_02"	299	2009	"Enriquez-Ominami"	1	"11/14/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"We've done well with obras; democracy is weak in Chile; 1/3 = 2/3; no equality for women, gays; workers generate wealth, don't get redistribution; natural resources not cared for; no ed democracy; I believe in democ; gato encerrado; let's value people with disabilities; Marco no se vende; scientist"
"Chile_2009_Enriquez-Ominami_03"	300	2009	"Enriquez-Ominami"	1	"11/15/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"We've done well with obras; democracy is weak in Chile; 1/3 = 2/3; no equality for women, gays; workers generate wealth, don't get redistribution; natural resources not cared for; no ed democracy; I believe in democ; \"\"Ricardo Lagos\"\" votes Marco; We like Marco b/c of his qualities; scientist; campaign scenes"
"Chile_2009_Enriquez-Ominami_04"	299	2009	"Enriquez-Ominami"	1	"11/16/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"old lady--poor state of health; we want/need better health; taxi drive: like MEO taxing cigarrettes, alcohol; \"\"Fernando Gonzalez\"\": I'm voting Marco; We'll finance contracts with businesses for deaf people; scientist"
"Chile_2009_Enriquez-Ominami_05"	299	2009	"Enriquez-Ominami"	1	"11/17/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"There's discrimination in Chile; scientist; Ominami: Marco generates enthusiasm, etc.; farmer: hard work matters; I vote Marco b/c he's hardworking; kids--different types of families; Karen: we have a unique family "
"Chile_2009_Enriquez-Ominami_06"	301	2009	"Enriquez-Ominami"	1	"11/18/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Woman--my pension is not enough; We need public pensions; I'm with the elderly; Marco -- cambio; We need change, the future is now, etc.; scientist; farmer: hard work matters; I vote Marco b/c he's hardworking"
"Chile_2009_Enriquez-Ominami_07"	299	2009	"Enriquez-Ominami"	1	"11/19/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Everything in Chile has changed except politics; My opponents are the same as always; They leave office and run businesses or lobby for them; We need change; We need efficient govt; scientist; Marco -- cambio; Marco's mother (and Marco) talk about his bio"
"Chile_2009_Enriquez-Ominami_08"	300	2009	"Enriquez-Ominami"	1	"11/20/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Campaign events; Deaf-mute guy who gets attacked by vagrants; ensure security, improve prison system, tough with repeat offenders; scientist; Marco's mother (and Marco) talk about his bio"
"Chile_2009_Enriquez-Ominami_09"	297	2009	"Enriquez-Ominami"	1	"11/21/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Marco's mother talks about his bio; teaching calling roll in school; we want our kids to have same ed as diputados' kids; campaign visit to Chuquicamata; talk to miners: wealth only created through work; I value workers; My family dog; I'll combat euthanasia of animals; scientist"
"Chile_2009_Enriquez-Ominami_10"	297	2009	"Enriquez-Ominami"	1	"11/22/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"My family dog; I'll combat euthanasia of animals; cat; teacher handing back tests; Marco, quality public ed; scientist; Ominami: Marco generates enthusiasm, etc.; Marco -- cambio; Marco's mother talks about his bio"
"Chile_2009_Enriquez-Ominami_11"	300	2009	"Enriquez-Ominami"	1	"11/23/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Marco's mother (and Marco) talk about his bio; Tom�s Hirsch endorsement; what's for dinner, the same old thing; scientist; Karen weather forecast"
"Chile_2009_Enriquez-Ominami_12"	300	2009	"Enriquez-Ominami"	1	"11/24/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"young politician--youth, hope, etc.; teacher handing back tests; Marco, quality public ed; Tom�s Hirsch endorsement; scientist; what's for dinner, the same old thing; Marco's mother (and Marco) talk about his bio"
"Chile_2009_Enriquez-Ominami_13"	296	2009	"Enriquez-Ominami"	1	"11/25/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"teaching calling roll in school; we want our kids to have same ed as diputados' kids; women talking about disappeared/murdered family; Marco will respect human rights; Marco's family talks about his bio"
"Chile_2009_Enriquez-Ominami_14"	296	2009	"Enriquez-Ominami"	1	"11/26/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Marco is dynamic, different, etc. (hot dogs); I'm sick of same old politicians fighting; what's for dinner, the same old thing; women talking about disappeared/murdered family; Marco will respect human rights; Marco's family talks about his bio"
"Chile_2009_Enriquez-Ominami_15"	297	2009	"Enriquez-Ominami"	1	"11/27/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"teacher handing back tests; Marco, quality public ed; issue of women's lower wages; Marco aims to fix it; Karen weather forecast; scientist; Marco's family talks about his bio"
"Chile_2009_Enriquez-Ominami_16"	300	2009	"Enriquez-Ominami"	1	"11/28/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Issues for agriculture; I'll be pres of the campo; Why we're voting Marco; Marco's family talks about his bio"
"Chile_2009_Enriquez-Ominami_17"	299	2009	"Enriquez-Ominami"	1	"11/29/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"vivan los trabajadores; teacher handing back tests; Marco, quality public ed; Why we're voting Marco; Marco bio--politics, marriage; Marco's candidacy has energized the election, etc.; Marco is change"
"Chile_2009_Enriquez-Ominami_18"	300	2009	"Enriquez-Ominami"	1	"11/30/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Marco with famous left-wing politicians; health policy proposals; tax reform to pay for it; more hospitals, ambulances; Marco can beat Pi�era; Pablo Milan�s endorsement; Marco--cambio; Why we're voting Marco; vivan los trabajadores; websites/social media"
"Chile_2009_Enriquez-Ominami_19"	298	2009	"Enriquez-Ominami"	1	"12/1/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Pablo Milan�s endorsement; vivan los trabajadores; crime is a problem; anti-crime measures; no one's in jail for white collar crime; I'll be tough on all crime; Frei and Arrate are the same; I'm with MEO b/c he's independent; Marco -- cambio; Issue of inequality in education; More resources to ed"
"Chile_2009_Enriquez-Ominami_20"	295	2009	"Enriquez-Ominami"	1	"12/2/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"vivan los trabajadores; crime is a problem; anti-crime measures; no one's in jail for white collar crime; I'll be tough on all crime; Why we're voting Marco; Marco's with the workers; Better laws for workers; with Marco we'll look out for workers"
"Chile_2009_Enriquez-Ominami_21"	299	2009	"Enriquez-Ominami"	1	"12/3/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"I'm up in the polls, others down or stagnant; A more just country; We need change; The only one that can beat Pi�era; Frei and Arrate are the same; I'm with MEO b/c he's independent; let's value people with disabilities; Why we're voting Marco; If you don't want Pi�era to win"
"Chile_2009_Enriquez-Ominami_22"	296	2009	"Enriquez-Ominami"	1	"12/4/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Marco with famous left-wing politicians; I'm up in the polls, others down or stagnant; A more just country; We need change; The only one that can beat Pi�era; If you don't want Pi�era to win; Pablo Milan�s endorsement; sports is important; Marco will be an alternative; what's for dinner, the same old thing; Don't waste your vote, vote Marco; Why we're voting Marco"
"Chile_2009_Enriquez-Ominami_23"	296	2009	"Enriquez-Ominami"	1	"12/5/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"we have fear--a lot of policy problems; Let's defeat fear; Why we're voting Marco; If you don't want Pi�era to win; Marco is continuity of Bachelet; he's with gays and lesbians; ed is biggest challenge in Chile; ed proposals"
"Chile_2009_Enriquez-Ominami_24"	300	2009	"Enriquez-Ominami"	1	"12/6/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Why we're voting Marco; we have fear--a lot of policy problems; Let's defeat fear; Marco will give resources to regions Marco is new politics, unifies Chile, etc; woman truck driver, what I want; what's for dinner, the same old thing; Don't waste your vote, vote Marco; health policy proposals; tax reform to pay for it; more hospitals, ambulances"
"Chile_2009_Enriquez-Ominami_25"	296	2009	"Enriquez-Ominami"	1	"12/7/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"rappers: we need change; Marco is change; different types of cambio; Why we're voting Marco: mostly policy; generic values endorsement of Marco; what's for dinner, the same old thing; old lady--poor state of health; we want/need better health"
"Chile_2009_Enriquez-Ominami_26"	300	2009	"Enriquez-Ominami"	1	"12/8/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV"	""	"My opponents base what they say on surveys, we don't know what they think; I believe in democracy; I am libertarian and progressive; I'm the only one who is new; Why we're voting Marco (mostly ed policy); we're voting Marco; Marco is hope; Youth can govern; Pablo Milan�s endorsement; Don't waste your vote, vote Marco; Mapuche: they promised us jobs, they lie; Marco will deliver"
"Chile_2009_Enriquez-Ominami_27"	298	2009	"Enriquez-Ominami"	1	"12/9/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"I'm up in the polls, others down or stagnant; A more just country; We need change; The only one that can beat Pi�era; Why we're voting Marco; Marco -- cambio; woman truck driver, what I want; Don't waste your vote, vote Marco; Marco (and Karen): change, new Chile, etc."
"Chile_2009_Enriquez-Ominami_28"	296	2009	"Enriquez-Ominami"	1	"12/10/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"I'm up in the polls, others down or stagnant; A more just country; We need change; The only one that can beat Pi�era; Marco understands disabled; what's for dinner, the same old thing; Why we're voting Marco; Marco (and Karen): change, new Chile, etc."
"Chile_2009_Frei_01"	300	2009	"Frei"	1	"11/13/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"pregnant woman who had to drop out of school; policies to help middle class; women face workplace discrimination;  "
"Chile_2009_Frei_02"	300	2009	"Frei"	1	"11/14/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"pregnant woman who had to drop out of school; policies to help middle class; MEO is fly by night, won't have political support in government;  "
"Chile_2009_Frei_03"	298	2009	"Frei"	1	"11/15/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"my cause is culture; my cause is rights of women; my cause is inequality; Frei talks about this father, his background; education proposals"
"Chile_2009_Frei_04"	299	2009	"Frei"	1	"11/16/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"my cause is culture; my cause is rights of women; my cause is inequality; Frei talks about this father, his background; electronic bracelet for fighting domestic violence; Frei will defend women"
"Chile_2009_Frei_05"	295	2009	"Frei"	1	"11/17/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Frei is sincere, loves his country; I know Chile; We need continuity, not going backwards/salto al vac�o; You know me, hard working engineer I'm proud we were one of first countries out of crisis; people who complain don't know Chile, this franja's for the people; work to make a better country; soccer kid--mundial in Chile"
"Chile_2009_Frei_06"	300	2009	"Frei"	1	"11/18/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"story of small businesswoman; reference to program Jefas de Hogar; a better world is possible for our children; women face workplace discrimination; Bachelet boosts number of childcare centers; childcare proposals; tax reform helps seniors; proposals for seniors"
"Chile_2009_Frei_07"	299	2009	"Frei"	1	"11/19/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"story of small businesswoman; reference to program Jefas de Hogar; a better world is possible for our children; students receiving state scholarships; ed proposals; women face workplace discrimination; education proposals; lesbians: we deserve the same rights as everyone"
"Chile_2009_Frei_08"	300	2009	"Frei"	1	"11/20/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"evangelical pastor built a community center; I'll make this a better country; I believe in God but think that being true to yourself is what matters; Bachelet build childcare centers, created payment for each child; proposals for women; kid: I want my mom to get home soon from work; Frei: proposals for seniors; health proposals and Plan Auge"
"Chile_2009_Frei_09"	299	2009	"Frei"	1	"11/21/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Frei is sincere, loves his country; I know Chile; We need continuity, not going backwards/salto al vac�o; You know me, hard working engineer I'm proud we were one of first countries out of crisis; people who complain don't know Chile, this franja's for the people; work to make a better country; students receiving state scholarships; ed proposals; ed, culture important, state has key role"
"Chile_2009_Frei_10"	300	2009	"Frei"	1	"11/22/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Frei's going to speak about an important issue; Frei backs Bachelet on issue with Peru; issue of crime; proposals for crime; kid: my dream is to be a professional soccer player; I had to give up drugs; I want to be a professional; keeping my younger brother off drugs; as a professional soccer player I could give my daughter a beter life; I'll make this a better country"
"Chile_2009_Frei_11"	296	2009	"Frei"	1	"11/23/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Frei's going to speak about an important issue; Frei backs Bachelet on issue with Peru; I'm proud we were one of first countries out of crisis; work to make a better country; musician--cueca urbana; work to make a better country"
"Chile_2009_Frei_12"	300	2009	"Frei"	1	"11/24/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"CNTV"	""	"daughter with health problems; I'll make this a better country; health proposals and Plan Auge; I'm voting Frei b/c Bachelet is; Frei: proposals for seniors; proposals for seniors"
"Chile_2009_Frei_13"	299	2009	"Frei"	1	"11/25/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"daughter with health problems; I'll make this a better country; health proposals and Plan Auge; I'm voting Frei b/c Bachelet is; Frei: proposals for seniors; proposals for seniors"
"Chile_2009_Frei_14"	299	2009	"Frei"	1	"11/26/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"labor leader's story; I'll make this a better country; kid: I want my mom to get home soon from work; Bachelet boosts number of childcare centers; childcare proposals; policies for women, mostly workplace; women: I won't accept requirement to submit photo with resume; Ni un paso atras"
"Chile_2009_Frei_15"	299	2009	"Frei"	1	"11/27/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"I beat drugs; Frei talks to kids about drugs; lots of kids arrested; crime fighting proposals; kid: my dream is to be a professional soccer player; I had to give up drugs; I want to be a professional; keeping my younger brother off drugs; as a professional soccer player I could give my daughter a beter life; I'll make this a better country; pregnant schoolgirl: daughter will go far; issue of teen pregnancy; sex ed, morning after pills, anti-domestic violence, education"
"Chile_2009_Frei_16"	299	2009	"Frei"	1	"11/28/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"pregnant schoolgirl: daughter will go far; issue of teen pregnancy; sex ed, morning after pills, anti-domestic violence, education; Girl in San Pedro de Atacama; I'll make this a better country; issue of education; ed proposals; women need funds for tech studies; Frei analyzes the issue; Bachelet supports Frei, me too"
"Chile_2009_Frei_17"	298	2009	"Frei"	1	"11/29/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"teacher talks about her career; ed, culture important, state has key role; I understand your concerns; wheelchair guy going down stairs; when Frei is president we Mapuche will be president; woman in hospital: we demand good treatment; lesbians: we deserve the same rights as everyone; street dog hit by car; pregnant schoolgirl: daughter will go far; women: I won't accept requirement to submit photo with resume; I beat drugs; transvestite: understanding and integration; not a step backwards; I'll make this a better country; We achieved democracy, freedom; political reform proposals"
"Chile_2009_Frei_18"	299	2009	"Frei"	1	"11/30/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Chile quickly overcame econ crisis; We need more consumer protection; woman in hospital: we demand good treatment; policies to help middle class; six months maternity leave; Bachelet boosts number of childcare centers; childcare proposals; blind musician; I'll make this a better country"
"Chile_2009_Frei_19"	299	2009	"Frei"	1	"12/1/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"photographer talks about plebiscite, democracy; let's advance together, make this a better country; Lagos: we've been successful b/c of building on predecessors' footsteps; Frei built the most hospitals of any president; he doubled length of school day; I worked with him on public housing; it was necessary to get rid of the old yellow micros; he made Chile respected in the world; Frei is the bridge to a new generation"
"Chile_2009_Frei_20"	299	2009	"Frei"	1	"12/2/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"not a step backwards; Bachelet build childcare centers, created payment for each child; proposals for women; Bachelet supports Frei, me too; I'm with Frei b/c I value old people; tax reform helps seniors; proposals for seniors; Bachelet supports Frei, me too; Circus guy, believe in your dreams; I'll make this a better country; Frei to kids: spend time with family in spare time; Bachelet supports Frei, me too"
"Chile_2009_Frei_21"	299	2009	"Frei"	1	"12/3/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"deaf woman: I believe Frei; guy talks about renewable energy; I understand your concerns; wheelchair guy going down stairs; when Frei is president we Mapuche will be president; woman in hospital: we demand good treatment; women: I won't accept requirement to submit photo with resume; pregnant schoolgirl: daughter will go far; kid: I want my mom to get home soon from work; I beat drugs; Bachelet supports Frei, me too; not a step backwards; I'll make this a better country; We achieved democracy, freedom; political reform proposals"
"Chile_2009_Frei_22"	300	2009	"Frei"	1	"12/4/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Frei wants to be pres to be with the people; not a step backwards; Chile quickly overcame econ crisis; We need more consumer protection; Bachelet supports Frei, me too; students receiving state scholarships; ed proposals; Bachelet supports Frei, me too; ed proposals; ed, culture important, state has key role; teacher talks about her career; I'll make this a better country"
"Chile_2009_Frei_23"	299	2009	"Frei"	1	"12/5/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"photographer talks about plebiscite, democracy; let's advance together, make this a better country; Lagos: we've been successful b/c of building on predecessors' footsteps; Frei built the most hospitals of any president; he doubled length of school day; I worked with him on public housing; it was necessary to get rid of the old yellow micros; he made Chile respected in the world; Frei is the bridge to a new generation"
"Chile_2009_Frei_24"	299	2009	"Frei"	1	"12/6/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Chile quickly overcame econ crisis; We need more consumer protection; health proposals and Plan Auge; policies to help middle class; students receiving state scholarships; ed proposals; Lagos: we've been successful b/c of building on predecessors' footsteps; Frei built the most hospitals of any president; he doubled length of school day; I worked with him on public housing; it was necessary to get rid of the old yellow micros; he made Chile respected in the world; Frei is the bridge to a new generation; not a step backwards; political reform proposals"
"Chile_2009_Frei_25"	299	2009	"Frei"	1	"12/7/2009"	"n"	"12/9/2009"	"n"	"12/10/2009"	"d"	""	""	""	""	""	""	"YouTube"	""	"clips of all the citizen testimonies; I'll make this a better country; you've opened your homes to me; can't risk what we've gained; I've heard your message with humility; know how to get things done; there's a lot at stake here; we can make this a better country"
"Chile_2009_Frei_26"	298	2009	"Frei"	1	"12/8/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Bachelet build childcare centers, created payment for each child; proposals for women; policies to help middle class; pro-maternity policies; Bachelet boosts number of childcare centers; childcare proposals; lots of kids arrested; crime fighting proposals; you've opened your homes to me; can't risk what we've gained; I've heard your message with humility; know how to get things done; there's a lot at stake here; we can make this a better country"
"Chile_2009_Pinera_01"	299	2009	"Pinera"	1	"11/13/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"introducing Grupos Tantauco; they are a diverse group engaged in debate; I envision a better country; we'll defeat crime; we'll create jobs; thanks for the cari�o, a better country, etc."
"Chile_2009_Pinera_02"	299	2009	"Pinera"	1	"11/14/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"I've gotten to know heroes in Chile; Cecilia introducing her women entrepreneurs group; issue of education for children; problem of crime; discussing business challenges; we want women to be able to work but without having to abandon the home; education; double maternity period; Sebasti�n will deliver action; your voice will be heard in La Moneda; I have kids, I worry about drugs; Pi�era is cambio; ask God for the wisdom to lead Chile"
"Chile_2009_Pinera_03"	299	2009	"Pinera"	1	"11/15/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"I'm running to do much more than just win; Grupos Tantauco members discuss policy issues; create poverty fighting ministry; we'll support PYMES; respect worker rights; job training for women; four months maternity leave; labor laws favoring handicapped; job creation; I'll work for all people especially those who need it; I envision a better country; we'll defeat crime; we'll create jobs; thanks for the cari�o, a better country, etc."
"Chile_2009_Pinera_04"	299	2009	"Pinera"	1	"11/16/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"husband on the waiting list for operation; we're voting Pi�era; people in the campo are frustrated; Pi�era: too many people leaving the campo; people discuss challenges for campesinos; we'll improve life in campo; I'm in this to help the campo"
"Chile_2009_Pinera_05"	299	2009	"Pinera"	1	"11/17/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"my father and I are hard working, etc.; Pi�era's daughter is rebellious; college student: issue of education; Pi�era is change; Middle class faces challenges, need to help them out; people describe their challenges; We have to govern for the people; middle class proposals; vote Pi�era"
"Chile_2009_Pinera_06"	299	2009	"Pinera"	1	"11/18/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"daughter: life of Sebasti�n; work, directing Hogar de Cristo; Voted No in plebiscite; he unifies; he's hard working; Pi�era and his son; work should enrich our lives; challenges working, balance work-life; create jobs, workers' rights, women in workplace, training"
"Chile_2009_Pinera_07"	299	2009	"Pinera"	1	"11/19/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"I've gotten to know heroes in Chile; Pi�era brings better life, more work; taxi driver who has been mugged; Pi�era: issue of security; advisors discuss current state of crime; Frei pardoned a lot of criminals, especially drug traffickers; crime solutions must be integral, complex; various crime fighting proposals; I'll be personally responsible for fighting crime"
"Chile_2009_Pinera_08"	299	2009	"Pinera"	1	"11/20/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"challenges of living in slums; I vote Pi�era--change; I'm voting Pi�era; those who say Chile isn't talented don't know where to look; analyzing education challenges; summarizing education proposals; parents want opportunity for their children"
"Chile_2009_Pinera_09"	299	2009	"Pinera"	1	"11/21/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"la voz de los sin voz; guy discusses poor state of public health; Cecilia introducing her women entrepreneurs group; issue of education for children; problem of crime; discussing business challenges; we want women to be able to work but without having to abandon the home; education; double maternity period; Sebasti�n will deliver action; your voice will be heard in La Moneda; vote Pi�era--change; ask God for the wisdom to lead Chile"
"Chile_2009_Pinera_10"	299	2009	"Pinera"	1	"11/22/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"introducing Grupos Tantauco; I envision a better country; we'll defeat crime; we'll create jobs; thanks for the cari�o, a better country, etc."
"Chile_2009_Pinera_11"	299	2009	"Pinera"	1	"11/23/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"my father and I are hard working, etc.; Pi�era's daughter is rebellious; vote Pi�era; Pi�era and his son; work should enrich our lives; challenges working, balance work-life; create jobs, workers' rights, women in workplace, training"
"Chile_2009_Pinera_12"	299	2009	"Pinera"	1	"11/24/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"I've gotten to know heroes in Chile; woman trying to get her daughter off drugs; people in the campo are frustrated; Pi�era: too many people leaving the campo; people discuss challenges for campesinos; we'll improve life in campo; I'm in this to help the campo"
"Chile_2009_Pinera_13"	299	2009	"Pinera"	1	"11/25/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"CNTV"	""	"Pi�era will help the deaf; husband on the waiting list for operation; Tantauco groups analyzing health; health proposals; we will deliver"
"Chile_2009_Pinera_14"	299	2009	"Pinera"	1	"11/26/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"daughter: life of Sebasti�n; work, directing Hogar de Cristo; Voted No in plebiscite; he unifies; he's hard working; taxi driver who has been mugged; Middle class faces challenges, need to help them out; people describe their challenges; We have to govern for the people; middle class proposals"
"Chile_2009_Pinera_15"	299	2009	"Pinera"	1	"11/27/2009"	"n"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Sebastian to mayors: what are major problems affecting municipios?; we want autonomy; crime's a problem; old people looking for hope; municipalities solve their own problems; we'll strengthen munis; issue of how seniors are treated; we have to learn from their wisdom; pensions aren't enough; health challenges; youth need to learn from us; houses are too small; health proposals for seniors, e.g. Bono AUGE; subsidies for expanding home for seniors to live in; build senior centers; give us Viagra!; I respect seniors"
"Chile_2009_Pinera_16"	299	2009	"Pinera"	1	"11/28/2009"	"d"	""	""	""	""	""	""	""	""	""	""	"YouTube"	""	"Cecilia introducing her women entrepreneurs group; issue of education for children; problem of crime; discussing business challenges; we want women to be able to work but without having to abandon the home; education; double maternity period; Sebasti�n will deliver action; your voice will be heard in La Moneda; woman trying to get her daughter off drugs; introducing Grupos Tantauco; they are a diverse group engaged in debate"
